区間,件数,割合(%),的中率(%),3着以内率(%),単勝回収率(%),複勝回収率(%)
-50~-40,2,0.0029991752268126266,50.0,100.0,,
-30~-20,9,0.01349628852065682,0.0,0.0,,
-20~-10,2831,4.245332533553273,0.0,0.9890498057223597,,
-10~0,37334,55.9856039589113,5.766861306048106,21.661220335351157,,
0~10,26509,39.75256804378795,17.231883511260328,45.53925082047606,,
