keibajo_code,keibajo_name,distance,waku,sample_count,tansho_hit_rate,fukusho_hit_rate,avg_hit_rate,baseline_rate,mle_hit_rate,bayesian_hit_rate,ci_lower,ci_upper,shrinkage_rate,is_significant,wakuban_coefficient
30,門別,1000,1,3067,8.97,26.34,17.655,20.04875,17.655,17.413288601199874,16.11243651318473,18.753121550151235,3.157562361856646,True,-3.9531920982001854
30,門別,1000,2,3067,9.72,31.43,20.575,20.04875,20.575000000000003,20.24108778023366,18.85992238146115,21.657851986061296,3.1575623618566557,False,0.0
30,門別,1000,3,3067,9.88,29.9,19.89,20.04875,19.89,19.577717082412377,18.214360079351827,20.97746631324776,3.1575623618566473,False,0.0
30,門別,1000,4,3069,9.78,30.63,20.205,20.04875,20.205,19.88297412432944,18.511774562703494,21.290178078192486,3.1555695803092516,False,0.0
30,門別,1000,5,3915,9.83,29.66,19.745,20.04875,19.744999999999997,19.50228518057285,18.291379222637374,20.741968417728625,2.490660024906597,False,0.0
30,門別,1000,6,4336,10.86,31.02,20.939999999999998,20.04875,20.939999999999998,20.693381424706942,19.514008530389706,21.897783420457824,2.2542831379621218,False,0.0
30,門別,1000,7,4790,10.48,30.92,20.700000000000003,20.04875,20.700000000000003,20.481186094069532,19.3617152653865,21.623526686035856,2.0449897750511266,False,0.0
30,門別,1000,8,5060,10.43,30.93,20.68,20.04875,20.68,20.473023255813953,19.383094636530124,21.58463097964226,1.9379844961240313,False,0.0
30,門別,1100,1,311,10.29,30.23,20.259999999999998,20.5525,20.259999999999998,17.763649635036497,14.22569634908254,21.59865011267515,24.330900243308985,False,0.0
30,門別,1100,2,311,9.32,32.48,20.9,20.5525,20.9,18.247931873479317,14.668743072950354,22.119712744309098,24.33090024330901,False,0.0
30,門別,1100,3,311,13.18,32.15,22.665,20.5525,22.664999999999996,19.58349148418491,15.895599560975862,23.55168598934844,24.330900243309006,False,0.0
30,門別,1100,4,311,11.25,29.9,20.575,20.5525,20.575,18.00200729927007,14.443633345077108,21.855235771521592,24.33090024330902,False,0.0
30,門別,1100,5,383,7.05,24.8,15.925,20.5525,15.925,14.69829192546584,11.685770909661668,17.987583717769205,20.703933747411995,True,-8.781312111801238
30,門別,1100,6,421,9.03,32.07,20.55,20.5525,20.55,18.525047984644914,15.309512678677597,21.969404540815056,19.193857965451073,False,0.0
30,門別,1100,7,466,12.66,34.12,23.39,20.5525,23.39,21.024275618374556,17.76952955566852,24.472944747008242,17.667844522968203,False,0.0
30,門別,1100,8,506,9.68,30.63,20.155,20.5525,20.155,18.479257425742578,15.49235310602293,21.66318072563923,16.50165016501649,False,0.0
30,門別,1200,1,3822,7.9,24.23,16.065,19.794375,16.065,15.91035951045385,14.782383542284757,17.0712641128437,2.5497195308516263,True,-5.82602323431922
30,門別,1200,2,3830,9.09,28.83,18.96,19.794375,18.96,18.73201017811705,17.527529110188915,19.966633348782274,2.5445292620865088,False,0.0
30,門別,1200,3,3874,8.96,27.83,18.395,19.794375,18.395,18.18375188726724,16.999992502510818,19.397842234361363,2.516356316054342,True,-2.415934669099139
30,門別,1200,4,3905,10.27,30.01,20.14,19.794375,20.14,19.88681647940075,18.665160790298614,21.136957601723882,2.496878901373285,False,0.0
30,門別,1200,5,4814,9.99,30.31,20.15,19.794375,20.15,19.943447293447292,18.838044988553857,21.07202220551256,2.0350020350020372,False,0.0
30,門別,1200,6,5312,11.01,32.55,21.779999999999998,19.794375,21.779999999999998,21.56233555062823,20.476797788519118,22.667780499765623,1.8477457501847678,True,2.6519408259423507
30,門別,1200,7,5932,11.01,31.47,21.24,19.794375,21.24,21.05366047745358,20.034063503235377,22.091437967207522,1.6578249336870046,True,1.8889282161803718
30,門別,1200,8,6208,10.73,32.52,21.625,19.794375,21.625,21.440710209258086,20.436635039595622,22.46193799080503,1.5852885225110969,True,2.4695028138871313
30,門別,1500,1,195,11.79,32.82,22.305,23.165,22.304999999999996,18.133813559322032,13.955695611483328,22.72098148228784,33.898305084745765,True,-7.546779661016951
30,門別,1500,2,195,11.79,30.26,21.025,23.165,21.025,17.28771186440678,13.196746796084577,21.79856103348576,33.89830508474576,True,-8.81593220338983
30,門別,1500,3,195,9.23,31.79,20.509999999999998,23.165,20.509999999999998,16.94728813559322,12.892444224815785,21.42637398392979,33.89830508474576,True,-9.32656779661017
30,門別,1500,4,195,10.77,31.28,21.025,23.165,21.025,17.28771186440678,13.196746796084577,21.79856103348576,33.89830508474576,True,-8.81593220338983
30,門別,1500,5,217,11.98,36.87,24.424999999999997,23.165,24.424999999999994,19.874526813880124,15.674167709926712,24.43480419160133,31.545741324921135,False,0.0
