keibajo_code,keibajo_name,distance,waku,sample_count,tansho_hit_rate,fukusho_hit_rate,avg_hit_rate,baseline_rate,wakuban_coefficient
44,大井,1650,6,73,6.85,19.18,13.015,17.380625000000002,-6.548437500000002
44,大井,1650,7,81,7.41,24.69,16.05,17.380625000000002,-1.995937500000002
44,大井,1650,8,84,16.67,39.29,27.98,17.380625000000002,15.899062499999998
44,大井,1700,1,23,13.04,30.43,21.735,16.41,7.987499999999999
44,大井,1700,2,24,12.5,29.17,20.835,16.41,6.637500000000001
44,大井,1700,3,28,3.57,32.14,17.855,16.41,2.1675000000000004
44,大井,1700,4,30,6.67,20.0,13.335,16.41,-4.612499999999999
44,大井,1700,5,31,12.9,22.58,17.74,16.41,1.9949999999999974
44,大井,1700,6,33,9.09,18.18,13.635,16.41,-4.1625000000000005
44,大井,1700,7,33,0.0,15.15,7.575,16.41,-13.252500000000001
44,大井,1700,8,35,8.57,28.57,18.57,16.41,3.24
44,大井,1800,1,166,10.24,22.89,16.565,17.266875,-1.0528124999999964
44,大井,1800,2,178,7.87,29.78,18.825,17.266875,2.3371875000000006
44,大井,1800,3,193,6.74,27.98,17.36,17.266875,0.13968750000000085
44,大井,1800,4,204,7.35,25.0,16.175,17.266875,-1.6378124999999972
44,大井,1800,5,228,7.46,26.75,17.105,17.266875,-0.24281249999999766
44,大井,1800,6,241,7.47,27.39,17.43,17.266875,0.24468750000000128
44,大井,1800,7,252,8.73,21.83,15.28,17.266875,-2.9803124999999993
44,大井,1800,8,263,12.55,26.24,19.395,17.266875,3.192187500000001
44,大井,2000,1,80,7.5,22.5,15.0,15.938749999999999,-1.4081249999999983
44,大井,2000,2,88,7.95,23.86,15.905,15.938749999999999,-0.050624999999999254
44,大井,2000,3,100,9.0,19.0,14.0,15.938749999999999,-2.9081249999999983
44,大井,2000,4,104,6.73,24.04,15.385,15.938749999999999,-0.8306249999999986
44,大井,2000,5,113,8.85,26.55,17.7,15.938749999999999,2.6418750000000006
44,大井,2000,6,118,9.32,27.97,18.645,15.938749999999999,4.059375000000001
44,大井,2000,7,128,4.69,25.0,14.845,15.938749999999999,-1.6406249999999973
44,大井,2000,8,131,9.92,22.14,16.03,15.938749999999999,0.1368750000000034
44,大井,2600,5,10,0.0,30.0,15.0,17.5,-3.75
44,大井,2600,6,10,10.0,10.0,10.0,17.5,-11.25
44,大井,2600,7,10,20.0,20.0,20.0,17.5,3.75
44,大井,2600,8,10,20.0,30.0,25.0,17.5,11.25
45,川崎,900,1,1285,9.49,33.7,21.595000000000002,18.995,3.900000000000002
45,川崎,900,2,1285,10.43,30.19,20.310000000000002,18.995,1.972500000000002
45,川崎,900,3,1285,9.81,29.57,19.69,18.995,1.0425000000000004
45,川崎,900,4,1285,11.05,30.66,20.855,18.995,2.789999999999999
45,川崎,900,5,1944,8.59,26.7,17.645,18.995,-2.025000000000002
45,川崎,900,6,2138,9.17,24.65,16.91,18.995,-3.1275000000000013
45,川崎,900,7,2230,9.06,26.28,17.67,18.995,-1.987499999999999
45,川崎,900,8,2259,8.19,26.38,17.285,18.995,-2.5650000000000013
45,川崎,1400,1,2879,11.22,32.89,22.055,19.35125,4.055624999999999
45,川崎,1400,2,2879,10.0,32.03,21.015,19.35125,2.4956250000000004
45,川崎,1400,3,2908,10.42,30.95,20.685,19.35125,2.0006249999999977
45,川崎,1400,4,2916,11.18,30.86,21.02,19.35125,2.503124999999999
45,川崎,1400,5,4192,9.09,28.24,18.665,19.35125,-1.0293750000000017
45,川崎,1400,6,4572,8.25,25.72,16.985,19.35125,-3.5493750000000013
45,川崎,1400,7,4900,8.27,24.39,16.33,19.35125,-4.531875000000003
45,川崎,1400,8,5085,9.09,27.02,18.055,19.35125,-1.9443750000000009
45,川崎,1500,1,2052,10.04,29.68,19.86,17.141875,4.077187500000001
45,川崎,1500,2,2052,10.33,29.68,20.005,17.141875,4.2946875
45,川崎,1500,3,2677,8.48,26.93,17.705,17.141875,0.8446874999999991
45,川崎,1500,4,2853,8.59,25.87,17.23,17.141875,0.13218750000000234
45,川崎,1500,5,3360,7.68,24.11,15.895,17.141875,-1.870312499999999
45,川崎,1500,6,3615,7.58,23.1,15.34,17.141875,-2.7028124999999985
45,川崎,1500,7,3814,8.44,23.62,16.03,17.141875,-1.6678124999999966
45,川崎,1500,8,3922,7.47,22.67,15.07,17.141875,-3.107812499999998
45,川崎,1600,1,975,10.56,30.67,20.615000000000002,17.14125,5.210625000000004
45,川崎,1600,2,975,9.44,30.46,19.95,17.14125,4.213125
45,川崎,1600,3,1326,7.62,25.26,16.44,17.14125,-1.0518749999999972
45,川崎,1600,4,1444,8.93,26.39,17.66,17.14125,0.7781250000000011
45,川崎,1600,5,1580,7.47,23.42,15.445,17.14125,-2.5443749999999987
45,川崎,1600,6,1693,8.03,23.15,15.59,17.14125,-2.3268749999999994
45,川崎,1600,7,1765,7.48,23.12,15.3,17.14125,-2.761874999999998
45,川崎,1600,8,1832,8.79,23.47,16.13,17.14125,-1.5168750000000006
45,川崎,2000,1,371,8.89,28.84,18.865000000000002,17.249375,2.423437500000002
45,川崎,2000,2,371,8.36,26.68,17.52,17.249375,0.4059374999999985
45,川崎,2000,3,470,9.57,27.02,18.295,17.249375,1.5684375000000017
45,川崎,2000,4,515,7.38,22.72,15.049999999999999,17.249375,-3.2990625000000025
45,川崎,2000,5,565,10.44,27.43,18.935,17.249375,2.5284374999999972
45,川崎,2000,6,619,6.62,23.75,15.185,17.249375,-3.0965625
45,川崎,2000,7,659,9.71,26.86,18.285,17.249375,1.5534374999999994
45,川崎,2000,8,681,7.78,23.94,15.860000000000001,17.249375,-2.084062499999999
45,川崎,2100,1,86,11.63,32.56,22.095000000000002,16.581875,8.269687500000003
45,川崎,2100,2,86,5.81,23.26,14.535,16.581875,-3.0703125
45,川崎,2100,3,114,7.89,22.81,15.35,16.581875,-1.8478125000000007
45,川崎,2100,4,130,6.15,26.92,16.535,16.581875,-0.0703125
45,川崎,2100,5,145,8.97,24.14,16.555,16.581875,-0.04031250000000064
45,川崎,2100,6,156,8.97,20.51,14.740000000000002,16.581875,-2.7628124999999972
45,川崎,2100,7,165,7.27,28.48,17.875,16.581875,1.9396874999999998
45,川崎,2100,8,167,8.98,20.96,14.97,16.581875,-2.4178124999999993
46,金沢,900,1,121,9.92,32.23,21.075,25.644375,-6.854062500000001
46,金沢,900,2,121,6.61,36.36,21.485,25.644375,-6.239062500000001
46,金沢,900,3,121,12.4,40.5,26.45,25.644375,1.2084374999999987
46,金沢,900,4,121,18.18,45.45,31.815,25.644375,9.255937500000002
46,金沢,900,5,124,19.35,45.97,32.66,25.644375,10.523437499999995
46,金沢,900,6,107,15.89,42.06,28.975,25.644375,4.995937500000002
46,金沢,900,7,107,9.35,32.71,21.03,25.644375,-6.9215624999999985
46,金沢,900,8,120,10.83,32.5,21.665,25.644375,-5.9690625000000015
46,金沢,1300,1,53,15.09,35.85,25.47,20.10625,8.045625
46,金沢,1300,2,53,9.43,35.85,22.64,20.10625,3.800625000000002
46,金沢,1300,3,53,9.43,32.08,20.755,20.10625,0.9731249999999996
46,金沢,1300,4,53,5.66,30.19,17.925,20.10625,-3.271874999999998
46,金沢,1300,5,56,7.14,30.36,18.75,20.10625,-2.034374999999999
46,金沢,1300,6,76,7.89,19.74,13.815,20.10625,-9.436875
46,金沢,1300,7,91,12.09,27.47,19.78,20.10625,-0.48937499999999723
46,金沢,1300,8,99,12.12,31.31,21.715,20.10625,2.413125000000001
46,金沢,1400,1,4424,10.26,32.23,21.244999999999997,21.945,-1.0500000000000043
46,金沢,1400,2,4424,11.62,33.97,22.794999999999998,21.945,1.2749999999999968
46,金沢,1400,3,4424,11.37,34.52,22.945,21.945,1.5
46,金沢,1400,4,4424,10.8,33.34,22.07,21.945,0.1875
46,金沢,1400,5,4591,11.72,33.61,22.665,21.945,1.0799999999999983
46,金沢,1400,6,4981,10.46,32.95,21.705000000000002,21.945,-0.35999999999999766
46,金沢,1400,7,5849,10.0,30.77,20.384999999999998,21.945,-2.3400000000000034
46,金沢,1400,8,6749,11.41,32.09,21.75,21.945,-0.2925000000000004
46,金沢,1500,1,4523,10.59,31.77,21.18,21.48375,-0.4556250000000013
46,金沢,1500,2,4523,10.99,31.93,21.46,21.48375,-0.035624999999999574
46,金沢,1500,3,4523,10.52,32.46,21.490000000000002,21.48375,0.009375000000002132
46,金沢,1500,4,4523,11.61,34.76,23.185,21.48375,2.5518749999999972
46,金沢,1500,5,4723,10.23,32.31,21.270000000000003,21.48375,-0.32062499999999616
46,金沢,1500,6,5242,10.05,30.62,20.335,21.48375,-1.7231249999999996
46,金沢,1500,7,6267,10.47,31.13,20.8,21.48375,-1.0256249999999998
46,金沢,1500,8,7138,11.36,32.94,22.15,21.48375,0.999374999999997
46,金沢,1700,1,464,12.93,36.42,24.675,22.13,3.8175000000000026
46,金沢,1700,2,464,10.13,32.97,21.55,22.13,-0.8699999999999974
46,金沢,1700,3,464,12.93,36.64,24.785,22.13,3.9825000000000017
46,金沢,1700,4,464,10.34,35.99,23.165,22.13,1.5525000000000002
46,金沢,1700,5,495,10.71,33.33,22.02,22.13,-0.16499999999999915
46,金沢,1700,6,551,7.62,32.67,20.145,22.13,-2.977499999999999
46,金沢,1700,7,626,11.02,29.39,20.205,22.13,-2.887500000000001
46,金沢,1700,8,683,12.15,28.84,20.495,22.13,-2.452499999999997
46,金沢,1900,1,85,16.47,41.18,28.825,21.930625,10.3415625
46,金沢,1900,2,85,14.12,36.47,25.294999999999998,21.930625,5.0465624999999985
46,金沢,1900,3,85,10.59,37.65,24.119999999999997,21.930625,3.2840624999999974
46,金沢,1900,4,85,7.06,24.71,15.885,21.930625,-9.068437499999998
46,金沢,1900,5,98,12.24,35.71,23.975,21.930625,3.0665625000000034
46,金沢,1900,6,105,9.52,30.48,20.0,21.930625,-2.8959374999999987
46,金沢,1900,7,109,8.26,26.61,17.435,21.930625,-6.743437500000001
46,金沢,1900,8,113,9.73,30.09,19.91,21.930625,-3.0309374999999985
46,金沢,2000,1,48,12.5,25.0,18.75,17.30125,2.1731250000000006
46,金沢,2000,2,48,0.0,10.42,5.21,17.30125,-18.136874999999996
46,金沢,2000,3,48,14.58,20.83,17.705,17.30125,0.6056249999999981
46,金沢,2000,4,48,4.17,27.08,15.625,17.30125,-2.5143749999999994
46,金沢,2000,5,74,10.81,33.78,22.295,17.30125,7.490625000000003
46,金沢,2000,6,84,3.57,25.0,14.285,17.30125,-4.524374999999999
46,金沢,2000,7,87,6.9,32.18,19.54,17.30125,3.3581249999999994
46,金沢,2000,8,92,17.39,32.61,25.0,17.30125,11.548125
46,金沢,2100,1,21,4.76,19.05,11.905000000000001,17.021250000000002,-7.674375000000001
46,金沢,2100,2,21,9.52,19.05,14.285,17.021250000000002,-4.104375000000003
46,金沢,2100,3,21,9.52,28.57,19.045,17.021250000000002,3.0356249999999996
46,金沢,2100,4,21,4.76,23.81,14.285,17.021250000000002,-4.104375000000003
46,金沢,2100,5,35,2.86,22.86,12.86,17.021250000000002,-6.241875000000004
46,金沢,2100,6,37,16.22,35.14,25.68,17.021250000000002,12.988124999999997
46,金沢,2100,7,40,2.5,22.5,12.5,17.021250000000002,-6.781875000000003
46,金沢,2100,8,41,17.07,34.15,25.61,17.021250000000002,12.883124999999996
46,金沢,2600,5,12,25.0,58.33,41.665,19.345,33.480000000000004
46,金沢,2600,6,14,0.0,21.43,10.715,19.345,-12.944999999999999
46,金沢,2600,7,15,13.33,20.0,16.665,19.345,-4.02
46,金沢,2600,8,18,0.0,16.67,8.335,19.345,-16.514999999999997
47,笠松,800,1,408,10.78,35.05,22.915,24.840625,-2.8884375
47,笠松,800,2,408,12.75,35.78,24.265,24.840625,-0.8634374999999981
47,笠松,800,3,408,9.31,39.22,24.265,24.840625,-0.8634374999999981
47,笠松,800,4,408,13.73,36.52,25.125,24.840625,0.42656250000000107
47,笠松,800,5,407,13.02,35.87,24.445,24.840625,-0.5934374999999985
47,笠松,800,6,369,12.74,39.84,26.290000000000003,24.840625,2.174062500000005
47,笠松,800,7,421,13.3,39.43,26.365000000000002,24.840625,2.286562500000004
47,笠松,800,8,427,13.58,36.53,25.055,24.840625,0.32156250000000064
47,笠松,1400,1,7439,8.76,30.03,19.395,22.73375,-5.0081250000000015
47,笠松,1400,2,7439,10.0,31.68,20.84,22.73375,-2.840625000000001
47,笠松,1400,3,7439,11.59,34.37,22.979999999999997,22.73375,0.36937499999999446
47,笠松,1400,4,7439,11.39,34.55,22.97,22.73375,0.35437499999999744
47,笠松,1400,5,7618,12.17,36.19,24.18,22.73375,2.1693749999999987
47,笠松,1400,6,7634,12.03,35.3,23.665,22.73375,1.3968749999999979
47,笠松,1400,7,9035,11.67,34.86,23.265,22.73375,0.796875
47,笠松,1400,8,10292,13.02,36.13,24.575000000000003,22.73375,2.7618750000000034
47,笠松,1600,1,1754,8.67,29.19,18.93,22.35625,-5.139374999999999
47,笠松,1600,2,1754,10.15,30.96,20.555,22.35625,-2.7018749999999994
47,笠松,1600,3,1754,10.66,33.87,22.265,22.35625,-0.13687499999999808
47,笠松,1600,4,1754,11.17,35.97,23.57,22.35625,1.8206250000000015
47,笠松,1600,5,1754,10.49,33.12,21.805,22.35625,-0.8268749999999994
47,笠松,1600,6,1738,12.14,34.52,23.330000000000002,22.35625,1.4606250000000038
47,笠松,1600,7,2242,12.67,35.46,24.065,22.35625,2.563125000000003
47,笠松,1600,8,2608,12.96,35.7,24.330000000000002,22.35625,2.960625000000004
47,笠松,1800,1,101,19.8,42.57,31.185000000000002,24.17,10.5225
47,笠松,1800,2,101,8.91,37.62,23.265,24.17,-1.3575000000000017
47,笠松,1800,3,101,13.86,39.6,26.73,24.17,3.839999999999998
47,笠松,1800,4,101,10.89,33.66,22.275,24.17,-2.8425000000000047
47,笠松,1800,5,101,10.89,43.56,27.225,24.17,4.5825
47,笠松,1800,6,99,17.17,34.34,25.755000000000003,24.17,2.3775000000000013
47,笠松,1800,7,117,5.98,30.77,18.375,24.17,-8.692500000000003
47,笠松,1800,8,124,9.68,27.42,18.55,24.17,-8.430000000000001
47,笠松,1900,1,68,4.41,25.0,14.705,20.49,-8.677499999999998
47,笠松,1900,2,68,10.29,26.47,18.38,20.49,-3.164999999999999
47,笠松,1900,3,68,10.29,29.41,19.85,20.49,-0.9599999999999955
47,笠松,1900,4,68,14.71,45.59,30.150000000000002,20.49,14.490000000000006
47,笠松,1900,5,89,10.11,29.21,19.66,20.49,-1.2449999999999974
47,笠松,1900,6,91,12.09,28.57,20.33,20.49,-0.2400000000000002
47,笠松,1900,7,106,7.55,33.02,20.285,20.49,-0.30749999999999744
47,笠松,1900,8,107,12.15,28.97,20.56,20.49,0.10500000000000043
47,笠松,2500,5,14,7.14,28.57,17.855,20.03875,-3.275625
47,笠松,2500,6,14,14.29,21.43,17.86,20.03875,-3.2681250000000013
47,笠松,2500,7,18,11.11,33.33,22.22,20.03875,3.271874999999998
47,笠松,2500,8,18,11.11,33.33,22.22,20.03875,3.271874999999998
48,名古屋,900,1,37,16.22,51.35,33.785,32.445,2.0099999999999945
48,名古屋,900,2,37,13.51,45.95,29.73,32.445,-4.0725
48,名古屋,900,3,37,10.81,43.24,27.025000000000002,32.445,-8.129999999999997
48,名古屋,900,4,37,18.92,56.76,37.84,32.445,8.092500000000005
48,名古屋,900,5,37,16.22,48.65,32.435,32.445,-0.014999999999997016
48,名古屋,900,6,23,30.43,52.17,41.3,32.445,13.282499999999995
48,名古屋,900,7,14,14.29,35.71,25.0,32.445,-11.1675
48,名古屋,920,1,445,7.42,19.33,13.375,17.306250000000002,-5.896875000000003
48,名古屋,920,2,445,5.62,21.12,13.370000000000001,17.306250000000002,-5.904375000000002
48,名古屋,920,3,445,5.17,21.35,13.260000000000002,17.306250000000002,-6.069375000000001
48,名古屋,920,4,445,8.76,25.62,17.19,17.306250000000002,-0.17437500000000128
48,名古屋,920,5,630,7.78,26.19,16.985,17.306250000000002,-0.48187500000000405
48,名古屋,920,6,737,9.77,26.46,18.115000000000002,17.306250000000002,1.2131249999999998
48,名古屋,920,7,835,10.06,31.5,20.78,17.306250000000002,5.2106249999999985
48,名古屋,920,8,863,13.67,37.08,25.375,17.306250000000002,12.103124999999997
48,名古屋,1400,1,358,5.59,19.83,12.709999999999999,16.71625,-6.0093749999999995
48,名古屋,1400,2,358,8.1,18.99,13.544999999999998,16.71625,-4.756875000000001
48,名古屋,1400,3,358,5.31,19.83,12.569999999999999,16.71625,-6.219375
48,名古屋,1400,4,358,8.1,26.82,17.46,16.71625,1.1156250000000032
48,名古屋,1400,5,577,8.49,27.56,18.025,16.71625,1.9631249999999998
48,名古屋,1400,6,660,9.7,28.64,19.17,16.71625,3.6806250000000045
48,名古屋,1400,7,701,9.7,28.1,18.9,16.71625,3.275625
48,名古屋,1400,8,712,11.24,31.46,21.35,16.71625,6.950625000000004
48,名古屋,1500,1,3486,6.45,21.49,13.969999999999999,17.198125,-4.842187500000003
48,名古屋,1500,2,3486,7.54,22.23,14.885,17.198125,-3.469687500000002
48,名古屋,1500,3,3486,7.54,25.59,16.565,17.198125,-0.9496874999999996
48,名古屋,1500,4,3486,8.55,25.7,17.125,17.198125,-0.10968750000000149
48,名古屋,1500,5,5366,7.6,25.36,16.48,17.198125,-1.0771875000000009
48,名古屋,1500,6,6210,9.19,27.62,18.405,17.198125,1.8103125000000002
48,名古屋,1500,7,6765,10.44,28.68,19.56,17.198125,3.5428124999999966
48,名古屋,1500,8,6892,10.78,30.41,20.595,17.198125,5.095312499999997
48,名古屋,1700,1,699,6.58,23.61,15.094999999999999,17.815625,-4.080937500000003
48,名古屋,1700,2,699,7.3,22.03,14.665000000000001,17.815625,-4.7259375
48,名古屋,1700,3,699,9.01,26.18,17.595,17.815625,-0.33093750000000277
48,名古屋,1700,4,699,8.87,27.18,18.025,17.815625,0.3140624999999968
48,名古屋,1700,5,1020,8.92,26.96,17.94,17.815625,0.18656250000000085
48,名古屋,1700,6,1176,9.69,29.93,19.81,17.815625,2.991562499999997
48,名古屋,1700,7,1275,10.59,28.31,19.45,17.815625,2.451562499999998
48,名古屋,1700,8,1331,9.84,30.05,19.945,17.815625,3.1940624999999994
48,名古屋,2000,1,76,5.26,25.0,15.129999999999999,18.269375,-4.709062500000002
48,名古屋,2000,2,76,7.89,26.32,17.105,18.269375,-1.7465624999999996
48,名古屋,2000,3,76,5.26,27.63,16.445,18.269375,-2.7365625
48,名古屋,2000,4,76,5.26,23.68,14.469999999999999,18.269375,-5.699062500000002
48,名古屋,2000,5,110,12.73,28.18,20.455,18.269375,3.2784374999999972
48,名古屋,2000,6,119,12.61,30.25,21.43,18.269375,4.740937499999999
48,名古屋,2000,7,135,7.41,25.19,16.3,18.269375,-2.954062499999999
48,名古屋,2000,8,137,13.87,35.77,24.82,18.269375,9.8259375
48,名古屋,2100,1,21,4.76,23.81,14.285,18.1025,-5.7262499999999985
48,名古屋,2100,2,21,9.52,38.1,23.810000000000002,18.1025,8.561250000000005
48,名古屋,2100,3,21,0.0,19.05,9.525,18.1025,-12.866249999999997
48,名古屋,2100,4,21,0.0,23.81,11.905,18.1025,-9.29625
48,名古屋,2100,5,32,15.63,40.63,28.130000000000003,18.1025,15.041250000000005
48,名古屋,2100,6,32,12.5,21.88,17.189999999999998,18.1025,-1.3687500000000021
48,名古屋,2100,7,37,10.81,27.03,18.92,18.1025,1.2262500000000038
48,名古屋,2100,8,38,13.16,28.95,21.055,18.1025,4.428750000000001
50,園田,820,1,878,7.63,24.37,16.0,19.234375,-4.8515625
50,園田,820,2,878,8.2,29.95,19.075,19.234375,-0.23906250000000107
50,園田,820,3,878,9.57,27.79,18.68,19.234375,-0.8315625000000004
50,園田,820,4,878,9.91,27.11,18.509999999999998,19.234375,-1.086562500000003
50,園田,820,5,1251,7.75,26.7,17.225,19.234375,-3.014062499999998
50,園田,820,6,1270,9.29,28.66,18.975,19.234375,-0.38906249999999787
50,園田,820,7,1441,10.13,29.29,19.71,19.234375,0.7134375000000013
50,園田,820,8,1465,13.99,37.41,25.7,19.234375,9.698437499999999
50,園田,1230,1,2104,10.03,32.56,21.295,19.136875,3.2371875000000028
50,園田,1230,2,2104,10.08,29.61,19.845,19.136875,1.0621874999999985
50,園田,1230,3,2104,8.7,28.94,18.82,19.136875,-0.47531249999999936
50,園田,1230,4,2104,9.03,27.42,18.225,19.136875,-1.3678124999999977
50,園田,1230,5,3002,9.19,27.55,18.37,19.136875,-1.1503124999999983
50,園田,1230,6,3199,9.41,27.29,18.35,19.136875,-1.1803124999999977
50,園田,1230,7,3627,8.93,26.88,17.905,19.136875,-1.847812499999998
50,園田,1230,8,3729,10.67,29.9,20.285,19.136875,1.7221875000000004
50,園田,1400,1,12515,8.67,29.02,18.845,19.731875000000002,-1.3303125000000051
50,園田,1400,2,12515,9.8,30.06,19.93,19.731875000000002,0.29718749999999616
50,園田,1400,3,12515,9.52,29.85,19.685000000000002,19.731875000000002,-0.0703125
50,園田,1400,4,12515,10.17,30.68,20.425,19.731875000000002,1.0396874999999977
50,園田,1400,5,15019,9.33,28.6,18.965,19.731875000000002,-1.1503125000000036
50,園田,1400,6,15602,9.52,28.48,19.0,19.731875000000002,-1.0978125000000034
50,園田,1400,7,21909,10.09,29.19,19.64,19.731875000000002,-0.13781250000000256
50,園田,1400,8,23145,11.21,31.52,21.365000000000002,19.731875000000002,2.4496874999999996
50,園田,1700,1,1096,11.13,33.85,22.490000000000002,20.493125,2.9953125000000043
50,園田,1700,2,1096,11.41,35.22,23.314999999999998,20.493125,4.232812499999998
50,園田,1700,3,1096,10.22,31.39,20.805,20.493125,0.46781250000000085
50,園田,1700,4,1096,11.59,32.48,22.034999999999997,20.493125,2.312812499999996
50,園田,1700,5,1481,9.93,30.65,20.29,20.493125,-0.3046875
50,園田,1700,6,1569,8.48,29.51,18.995,20.493125,-2.2471874999999972
50,園田,1700,7,1688,10.6,27.9,19.25,20.493125,-1.8646874999999987
50,園田,1700,8,1733,8.6,24.93,16.765,20.493125,-5.592187499999998
50,園田,1870,1,584,10.79,35.96,23.375,21.1275,3.371249999999998
50,園田,1870,2,584,9.59,32.88,21.235,21.1275,0.16124999999999723
50,園田,1870,3,584,9.59,32.53,21.060000000000002,21.1275,-0.10124999999999851
50,園田,1870,4,584,13.36,34.76,24.06,21.1275,4.398749999999996
50,園田,1870,5,741,10.12,31.58,20.849999999999998,21.1275,-0.4162500000000051
50,園田,1870,6,790,10.38,29.87,20.125,21.1275,-1.503750000000002
50,園田,1870,7,833,9.24,28.69,18.965,21.1275,-3.243750000000002
50,園田,1870,8,858,10.96,27.74,19.35,21.1275,-2.66625
50,園田,2400,1,13,23.08,53.85,38.465,18.755625000000002,29.564062500000002
50,園田,2400,2,13,0.0,46.15,23.075,18.755625000000002,6.479062499999996
50,園田,2400,3,13,15.38,23.08,19.23,18.755625000000002,0.7115624999999977
50,園田,2400,4,13,7.69,15.38,11.535,18.755625000000002,-10.830937500000003
50,園田,2400,5,23,4.35,39.13,21.740000000000002,18.755625000000002,4.4765625
50,園田,2400,6,25,8.0,12.0,10.0,18.755625000000002,-13.133437500000003
50,園田,2400,7,25,4.0,12.0,8.0,18.755625000000002,-16.133437500000003
50,園田,2400,8,25,12.0,24.0,18.0,18.755625000000002,-1.133437500000003
51,姫路,800,1,203,2.46,17.73,10.095,17.865625,-11.6559375
51,姫路,800,2,203,3.94,21.67,12.805000000000001,17.865625,-7.5909375
51,姫路,800,3,203,7.39,23.15,15.27,17.865625,-3.8934375000000028
51,姫路,800,4,203,9.36,30.54,19.95,17.865625,3.126562499999997
51,姫路,800,5,293,9.56,29.35,19.455000000000002,17.865625,2.3840625000000006
51,姫路,800,6,304,9.21,27.3,18.255000000000003,17.865625,0.5840625000000017
51,姫路,800,7,361,11.63,33.24,22.435000000000002,17.865625,6.854062500000001
51,姫路,800,8,367,15.26,34.06,24.66,17.865625,10.191562499999998
51,姫路,1400,1,1223,7.28,24.78,16.03,18.945625,-4.373437499999998
51,姫路,1400,2,1223,8.01,27.47,17.74,18.945625,-1.808437500000002
51,姫路,1400,3,1223,9.57,27.72,18.645,18.945625,-0.4509375000000002
51,姫路,1400,4,1223,8.26,27.15,17.705,18.945625,-1.8609375000000021
51,姫路,1400,5,1555,9.77,28.36,19.064999999999998,18.945625,0.17906249999999702
51,姫路,1400,6,1607,10.58,29.37,19.975,18.945625,1.5440625000000026
51,姫路,1400,7,2215,9.75,29.75,19.75,18.945625,1.2065625000000004
51,姫路,1400,8,2291,11.96,33.35,22.655,18.945625,5.564062500000002
51,姫路,1500,1,263,11.41,28.52,19.965,19.856875,0.1621875000000017
51,姫路,1500,2,263,8.37,30.42,19.395,19.856875,-0.6928124999999987
51,姫路,1500,3,263,6.46,24.71,15.585,19.856875,-6.407812499999997
51,姫路,1500,4,263,10.27,33.84,22.055,19.856875,3.2971875000000015
51,姫路,1500,5,365,8.49,28.49,18.49,19.856875,-2.0503125000000004
51,姫路,1500,6,384,11.98,30.21,21.095,19.856875,1.8571875000000002
51,姫路,1500,7,414,9.18,30.43,19.805,19.856875,-0.07781249999999851
51,姫路,1500,8,414,12.56,32.37,22.465,19.856875,3.9121875000000017
51,姫路,1800,1,84,7.14,27.38,17.259999999999998,20.293125,-4.549687500000003
51,姫路,1800,2,84,4.76,25.0,14.879999999999999,20.293125,-8.119687500000001
51,姫路,1800,3,84,10.71,38.1,24.405,20.293125,6.167812500000002
51,姫路,1800,4,84,11.9,29.76,20.830000000000002,20.293125,0.805312500000003
51,姫路,1800,5,109,14.68,33.94,24.31,20.293125,6.025312499999998
51,姫路,1800,6,117,8.55,33.33,20.939999999999998,20.293125,0.9703124999999968
51,姫路,1800,7,119,11.76,31.09,21.425,20.293125,1.6978125000000013
51,姫路,1800,8,123,10.57,26.02,18.295,20.293125,-2.9971874999999972
51,姫路,2000,1,24,4.17,16.67,10.420000000000002,21.7425,-16.983749999999997
51,姫路,2000,2,24,8.33,33.33,20.83,21.7425,-1.3687500000000021
51,姫路,2000,3,24,8.33,37.5,22.915,21.7425,1.7587499999999991
51,姫路,2000,4,24,12.5,37.5,25.0,21.7425,4.88625
51,姫路,2000,5,31,19.35,35.48,27.415,21.7425,8.50875
51,姫路,2000,6,30,10.0,33.33,21.665,21.7425,-0.11625000000000085
51,姫路,2000,7,29,13.79,27.59,20.689999999999998,21.7425,-1.578750000000003
51,姫路,2000,8,32,9.38,40.63,25.005000000000003,21.7425,4.893750000000004
54,高知,800,1,203,12.32,33.99,23.155,23.735625,-0.8709374999999966
54,高知,800,2,203,13.79,37.93,25.86,23.735625,3.186562500000001
54,高知,800,3,203,14.29,37.93,26.11,23.735625,3.561562500000001
54,高知,800,4,203,10.34,36.45,23.395000000000003,23.735625,-0.5109374999999936
54,高知,800,5,224,9.82,38.39,24.105,23.735625,0.5540625000000023
54,高知,800,6,211,9.0,31.75,20.375,23.735625,-5.040937499999998
54,高知,800,7,225,11.56,31.56,21.56,23.735625,-3.2634375
54,高知,800,8,231,13.85,36.8,25.325,23.735625,2.3840625000000006
54,高知,1300,1,5405,8.7,26.64,17.67,19.016875,-2.0203124999999957
54,高知,1300,2,5405,9.44,29.73,19.585,19.016875,0.852187500000003
54,高知,1300,3,5405,9.57,29.44,19.505000000000003,19.016875,0.7321875000000055
54,高知,1300,4,5405,8.77,28.29,18.53,19.016875,-0.7303124999999966
54,高知,1300,5,7059,8.7,27.87,18.285,19.016875,-1.097812499999998
54,高知,1300,6,8188,8.96,27.43,18.195,19.016875,-1.2328124999999979
54,高知,1300,7,9288,10.51,29.21,19.86,19.016875,1.2646875000000009
54,高知,1300,8,9967,10.81,30.2,20.505,19.016875,2.2321875
